Senyawa1,Senyawa2,AS
Scopoletin,alpha-Terpinene,0.07314114456971602
(+)-S-Carvone,Scopoletin,0.07314114456971602
Scopoletin,4-Terpineol,0.07314114456971602
Fumaric acid,Glycyrrhizic acid,0.07313797313797314
Scopoletin,Chelerythrine,0.07313533642437298
Trigonelline,Loganic acid,0.07311207311207311
Chelerythrine,Myristicin,0.07311053020756311
Coumestrol,Naringin,0.0730949283274865
Caffeic acid,"3',4',7-Trihydroxyflavone",0.07308396731473656
Apigenin,Malic acid,0.07307991343468062
Betulinic acid,Methyl rosmarinate,0.07307339125520944
Vanillic acid,(-)-Jasmonic acid,0.07305799613491921
Protopine,Vanillic acid,0.07305799613491921
Caffeic acid,Sucrose,0.07304932829408352
beta-Carotene,Oestrone,0.07304570429570433
Vanillin,Tryptamine,0.07304253181631619
Isorhamnetin 3-O-beta-D-glucopyranoside,Hirsutrin,0.07301365301365301
Hirsutrin,Phaseollidin,0.07301365301365301
Riboflavin,Loganin,0.07299843014128729
beta-Carotene,Glycyrrhizic acid,0.07299731518481518
Chrysoeriol,Quinic acid,0.0729966627799445
Naringenin,Chrysoeriol,0.07298637714794388
Ellagic acid,Formononetin,0.07297467238643714
Sucrose,Coumarin,0.07296849880581942
7-Hydroxycoumarin,Lycopene,0.07296275153418012
Linoleic acid,Isoliquiritigenin,0.07293450597022029
Isoliquiritin,Acetovanillone,0.07291950473768656
Sanguinarine,"6,8-Diprenylgenistein",0.07291755863184433
alpha-Tocopherol,Peucedanin,0.0729069710777028
Kaempferol,Isoprene,0.07289799597491904
"Methyl 3,4,5-trihydroxybenzoate",beta-Monoolein,0.07289505366428443
Citric acid,delta-Tocopherol,0.07289422376462995
Indole-3-acetic acid,Fisetin,0.07289139431996575
3' 5'-cyclic AMP,Indole-3-acetic acid,0.07287355501641216
Malic acid,Acetylursolic acid,0.07286690582145128
trans-Zeatin,Labiatenic acid,0.07284279506501727
Quinic acid,Acetylursolic acid,0.07283598754186989
Cholesterol,Rutin,0.07282616373525466
Quercetin,Gancaonin U,0.07281534255218465
Hirsutrin,"(6S,9R)-Roseoside",0.0728109985252842
"Methyl 3,4,5-trihydroxybenzoate",(-)-Jasmonic acid,0.07281038050268819
Protopine,"Methyl 3,4,5-trihydroxybenzoate",0.07281038050268819
Oleic acid,Coumestrol,0.07275457101038497
Kaempferol 3-glucuronide,Scopoletin,0.07275313971742543
Sucrose,Methyl rosmarinate,0.07273030000302728
Palmitic acid,Coumarin,0.07270731967088244
Trigonelline,Glycyrrhetinic acid,0.07267269767269767
Tryptamine,Naringin,0.07267151453197969
Kaempferol,Vitamin A,0.0726686440972155
beta-D-Glucosamine,Fisetin,0.07266691641691643
Protopine,Trigonelline,0.072655739322406
Trigonelline,(-)-Jasmonic acid,0.072655739322406
Glycyrrhizic acid,Sucrose,0.07264326582508401
Cryptotanshinone,Vitamin A,0.07264237593907924
Kaempferol,"1,3,7-Trihydroxyxanthone",0.0726305547734119
3-O-Caffeoylquinic acid,Loganic acid,0.07260855086942043
Quinic acid,Apigenin,0.07259455035638678
Tryptamine,trans-Zeatin,0.07257600280856095
Oestrone,"3',4',7-Trihydroxyflavone",0.07256077256077256
Naringenin,Kaempferol,0.07255095627188653
Gibberellin A3,Oestrone,0.07254641909814329
2'-Hydroxygenistein,Rutin,0.07251143614779981
Gallic acid,Pregnenolone,0.0724825174825175
Trigonelline,Berberine,0.07247298156389068
Octadecanoic acid,Sigmoidin B,0.07246087246087246
Octadecanoic acid,Isoschaftoside,0.07246087246087246
Betulinic acid,Chelerythrine,0.07245678915869193
Naringenin,(-)-Jasmonic acid,0.07243660732032825
Naringenin,Protopine,0.07243660732032825
Vitamin A,Citric acid,0.07241633746193016
"Methyl 3,4,5-trihydroxybenzoate",Chrysoeriol,0.07241206836348539
"3,4-Dihydroxybenzoic acid",Isoliquiritigenin,0.07239627540379424
Tanshinone II,"1,3,7-Trihydroxyxanthone",0.07238386613386605
Spermidine,Tanshinone I,0.07237923366955624
Tryptamine,Liquiritin,0.07237842658236225
Cryptotanshinone,"3,4-Dihydroxybenzoic acid",0.07237566751736796
Peucedanin,trans-Zeatin,0.07235357235357236
Protopine,3-O-Caffeoylquinic acid,0.07230450708711579
(-)-Jasmonic acid,3-O-Caffeoylquinic acid,0.07230450708711579
"6,8-Diprenylgenistein",Gallic acid,0.07229853479853478
Riboflavin,Cholesterol,0.07228485799914372
Indole-3-acetic acid,Guanosine,0.07227593834736692
Lycopene,Succinic acid,0.07226864045045862
Coumestrol,Kaempferol,0.07226274668135133
7-Hydroxycoumarin,Ellagic acid,0.07225631511345797
Formononetin,Chelerythrine,0.0722430783990292
Myricetin,Trigonelline,0.0722312666757111
4-Terpineol,Betulinic acid,0.07223079950352679
alpha-Terpinene,Betulinic acid,0.07223079950352679
(+)-S-Carvone,Betulinic acid,0.07223079950352679
Scopoletin,Benzoic acid,0.07217527370588597
Citric acid,Vanillic acid,0.07216460571616054
Lycopene,Acetovanillone,0.0721267368994642
delta-Tocopherol,Trigonelline,0.07209961755416303
Rutin,Vanillin,0.07209136134755974
Naringenin,Oleic acid,0.07208489185233374
Glycyrrhizic acid,Oleanolic acid,0.0720749838396897
Acetylursolic acid,"3,4-Dihydroxybenzoic acid",0.07206609180293391
7-Hydroxycoumarin,Methyl rosmarinate,0.07206285777714348
Formononetin,Fisetin,0.07205539558480738
Isoprene,Vanillin,0.0720514916319112
Myristicin,Guanosine,0.07203572289779187
Palmitic acid,Spermidine,0.0720202874049028
Spermidine,(-)-Jasmonic acid,0.07197987197987198
Protopine,Spermidine,0.07197987197987198
Ajmalicine,Trigonelline,0.07195397195397195
Tanshinone II,Quinic acid,0.07194570135746606
Tryptamine,Isoferulic acid,0.0719361528259405
(R)-linalool,Coumarin,0.07192398245029827
Hirsutrin,Pregnenolone,0.07191368631368629
Kaempferol,"3,4-Dihydroxybenzoic acid",0.07190675611728242
Glycyrrhetinic acid,Citric acid,0.07188715539779365
Coumestrol,Liquiritin,0.07187684110761039
Scopoletin,Caffeic acid,0.07187318176329169
Octadecanoic acid,"(6S,9R)-Roseoside",0.07186464329321471
Tryptamine,alpha-Tocopherol,0.07185554094232485
beta-Monoolein,"3,4-Dihydroxybenzoic acid",0.07183605867816394
Coumestrol,Isoferulic acid,0.07182100003131349
Formononetin,Benzoic acid,0.07180564533505711
beta-Monoolein,Guanosine,0.0718031968031968
Cryptotanshinone,Naringenin,0.07180059058413267
Thiamine,Glycyrrhizic acid,0.07178740799430455
Peucedanin,2'-Hydroxygenistein,0.0717586467586468
Myricetin,Berberine,0.07174643538279904
Ellagic acid,Myristicin,0.07173447242412759
Vitamin A,Tanshinone II,0.07172969887255604
Kaempferol,"Methyl 3,4,5-trihydroxybenzoate",0.07172937942168711
Rutin,beta-Monoolein,0.07172751490933307
Kaempferol 3-glucuronide,"6,8-Diprenylgenistein",0.07170745920745919
Cholesterol,Vitamin A,0.07170210741639313
Caffeic acid,Formononetin,0.0716930128694835
Kaempferol 3-glucuronide,7-Hydroxycoumarin,0.0716902145473574
Testosterone,Sucrose,0.07168740350558532
Quinic acid,Myricetin,0.0716571010688658
Pregnenolone,Octadecanoic acid,0.07163503163503163
Sanguinarine,Succinic acid,0.07161669499331837
Tanshinone II,"3,4-Dihydroxybenzoic acid",0.07161588411588417
Phaseollidin,Berberine,0.07161020797384432
Isorhamnetin 3-O-beta-D-glucopyranoside,Berberine,0.07161020797384432
Benzoic acid,beta-D-Glucosamine,0.07160696446410732
Tanshinone I,Labiatenic acid,0.07158970062195864
trans-Zeatin,Isoprene,0.07158937928168697
Tanshinone I,Oestrone,0.0715709022160635
Fumaric acid,Rutin,0.07156984429711705
Echinatin,Spermine,0.0715665913034334
Semilicoisoflavone B,Tetrahydroalstonine,0.0715661150443759
Citric acid,Folic acid,0.07154911957343571
Quinic acid,Isoliquiritigenin,0.07154470179680263
Benzoic acid,7-Hydroxycoumarin,0.07153504092279601
Acetovanillone,Vincristine,0.07152483879756609
Isoliquiritigenin,Vitamin A,0.0715243939733736
Formononetin,Guanosine,0.07152039137333253
(R)-linalool,Labiatenic acid,0.0715136715136715
Ajmalicine,Berberine,0.07151030787394425
Citric acid,Malic acid,0.07149813436080361
Vanillin,Coumestrol,0.07149439707579244
Tanshinone II,Riboflavin,0.0714874411302983
2'-Hydroxygenistein,Coumestrol,0.07148665288200175
beta-Monoolein,Vitamin A,0.0714678178963893
Riboflavin,Isoprene,0.07143954946152749
Loganin,Coumestrol,0.07142857142857144
alpha-Pinene,Indole-3-acetic acid,0.07142857142857144
"3',4',7-Trihydroxyflavone",Serotonin,0.07140898317368906
Formononetin,alpha-Pinene,0.0713969288629922
Linoleic acid,Cryptotanshinone,0.07139655216578293
Cryptotanshinone,"Methyl 3,4,5-trihydroxybenzoate",0.07135205360057434
Caffeic acid,Phaseollidin,0.07134852327160021
Caffeic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.07134852327160021
Sigmoidin B,Serotonin,0.07134042428160076
Isoschaftoside,Serotonin,0.07134042428160076
Isoliquiritigenin,"Methyl 3,4,5-trihydroxybenzoate",0.07133647792988454
Sucrose,Adenosine,0.07132973977893764
Apigenin,9-Ribosyl-trans-zeatin,0.07131892497746156
Naringenin,Isoliquiritigenin,0.07131572746190692
beta-D-Glucosamine,Serotonin,0.07131104189927719
Acetovanillone,alpha-Terpinene,0.07130531805856481
Acetovanillone,4-Terpineol,0.07130531805856481
Acetovanillone,(+)-S-Carvone,0.07130531805856481
Indole-3-acetic acid,Methyl rosmarinate,0.0712858570001427
Tryptamine,2'-Hydroxygenistein,0.07127190848121083
Isoprene,beta-Carotene,0.07127007607776839
Palmitic acid,Adenosine,0.0712485101625373
Berberine,Chrysoeriol,0.07123976501966935
Coumestrol,(-)-Jasmonic acid,0.0712362572827689
Protopine,Coumestrol,0.0712362572827689
Quinic acid,Trigonelline,0.07123377711613005
Myristicin,Vincristine,0.07122808226256501
Folic acid,Apigenin,0.07122006912947682
Succinic acid,6-Hydroxymellein,0.07121666212575303
Testosterone,alpha-Tocopherol,0.07121476084890718
Myristicin,4-Terpineol,0.07121449978592838
alpha-Terpinene,Myristicin,0.07121449978592838
(+)-S-Carvone,Myristicin,0.07121449978592838
Fumaric acid,Coumestrol,0.07121018516367353
Caffeic acid,Myristicin,0.07120531987905994
Riboflavin,Isoferulic acid,0.07117106495988484
Adenosine,Acetovanillone,0.0711641299876594
Peucedanin,Isoferulic acid,0.07113972983538198
Thiamine,Loganic acid,0.07111853663577801
Kaempferol 3-glucuronide,Isoschaftoside,0.07111638361638362
Sigmoidin B,Kaempferol 3-glucuronide,0.07111638361638362
Chrysoeriol,Ajmalicine,0.07109732372890269
Myricetin,9-Ribosyl-trans-zeatin,0.07109160680589253
Isoliquiritigenin,Berberine,0.07109124641592174
Guanosine,p-Coumaric acid,0.0710865221734787
Riboflavin,Acetylursolic acid,0.07107535321821036
Riboflavin,Apigenin,0.07105612157876964
Naringenin,beta-Monoolein,0.07103071347257395
Isorhamnetin 3-O-beta-D-glucopyranoside,Testosterone,0.07102897102897102
Phaseollidin,Testosterone,0.07102897102897102
Vanillic acid,Acetylursolic acid,0.0710187248648787
trans-Zeatin,"1,3,7-Trihydroxyxanthone",0.07101298172726749
7-Hydroxycoumarin,alpha-Terpinene,0.07099703018070366
7-Hydroxycoumarin,4-Terpineol,0.07099703018070366
(+)-S-Carvone,7-Hydroxycoumarin,0.07099703018070365
Cholesterol,Linoleic acid,0.0709915084915085
Hirsutrin,"6,8-Diprenylgenistein",0.07098767898767898
Hirsutrin,Isorhamnetin,0.07098235098235098
Octadecanoic acid,"6,8-Diprenylgenistein",0.07098235098235096
Gancaonin U,alpha-Terpinene,0.07097664240521383
(+)-S-Carvone,Gancaonin U,0.07097664240521383
Gancaonin U,4-Terpineol,0.07097664240521383
Oleic acid,"Methyl 3,4,5-trihydroxybenzoate",0.07096877481492866
Coumarin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.07096120254014993
Coumarin,Phaseollidin,0.07096120254014993
Fumaric acid,Naringenin,0.07090816160583607
Pregnenolone,Vincristine,0.07089390609390611
Sucrose,Oestrone,0.07088668906850727
Indole-3-acetic acid,Serotonin,0.07087450364761286
Phaseollidin,Tetrahydroalstonine,0.07084582084582085
Tetrahydroalstonine,Isorhamnetin 3-O-beta-D-glucopyranoside,0.07084582084582085
beta-Carotene,Testosterone,0.07084478021978022
Glycyrrhetinic acid,Isoliquiritigenin,0.07077327434470294
Folic acid,Isoliquiritigenin,0.07075849320747286
Fumaric acid,"Methyl 3,4,5-trihydroxybenzoate",0.07075317844548616
Kaempferol,Vanillic acid,0.07075253229099382
Peucedanin,"3',4',7-Trihydroxyflavone",0.07074592074592072
delta-Tocopherol,Naringin,0.07071791844519118
Ajmalicine,delta-Tocopherol,0.07069294342021615
Quinic acid,Liquiritin,0.07067743719327432
Cholesterol,Coumestrol,0.07065996019484393
Thiamine,Coumarin,0.07064018860752075
Glycyrrhetinic acid,Chrysoeriol,0.0706227982543772
Testosterone,Oleanolic acid,0.07061761767644123
Vanillic acid,beta-Monoolein,0.07061208022746483
Scopoletin,Adenosine,0.07060726388457482
Palmitic acid,Quinic acid,0.07060360454025613
3' 5'-cyclic AMP,"6,8-Diprenylgenistein",0.07060231435231437
"Methyl 3,4,5-trihydroxybenzoate",Vanillin,0.07059917549428044
Malic acid,Chrysoeriol,0.07057595514533316
Tryptamine,Gibberellin A3,0.07056856535605534
alpha-Tocopherol,Isoprene,0.07056545705701431
Quinic acid,Oleic acid,0.07054269260151612
"1,3,7-Trihydroxyxanthone",Oleic acid,0.07052724061652627
beta-Monoolein,Coumestrol,0.07050798039170131
trans-Zeatin,Vitamin A,0.0705072705072705
"3,4-Dihydroxybenzoic acid",Naringin,0.07050515274199488
Phaseollidin,Ellagic acid,0.07050283050283052
Isorhamnetin 3-O-beta-D-glucopyranoside,Ellagic acid,0.07050283050283052
Betulinic acid,Benzoic acid,0.07047281722606398
Liquiritin,"1,3,7-Trihydroxyxanthone",0.07047211030727515
"Methyl 3,4,5-trihydroxybenzoate",Tanshinone II,0.07046863393017243
Ajmalicine,Tanshinone II,0.07044955044955045
Cholesterol,Tryptamine,0.0704489309140472
Chelerythrine,Indole-3-acetic acid,0.07044616513055056
Isoliquiritin,"(6S,9R)-Roseoside",0.07044542758828475
N6-(delta2-Isopentenyl)adenine,Semilicoisoflavone B,0.07044163565902699
Naringenin,Vanillin,0.07043907466740452
"(6S,9R)-Roseoside",3' 5'-cyclic AMP,0.07043849008134723
Kaempferol,Glycyrrhetinic acid,0.0704268704268704
Loganic acid,Palmitic acid,0.07040395501933965
Sanguinarine,beta-D-Glucosamine,0.07039983825698111
Oleic acid,Berberine,0.07039324312051586
Formononetin,4-Terpineol,0.0703750031481124
Formononetin,(+)-S-Carvone,0.0703750031481124
Formononetin,alpha-Terpinene,0.0703750031481124
Palmitic acid,Testosterone,0.0703680934450165
alpha-Tocopherol,Rutin,0.07035610361552715
Folic acid,Chrysoeriol,0.07035520870107341
"1,3,7-Trihydroxyxanthone",Naringin,0.07034171185956899
Formononetin,Salicylic acid,0.07032698983163382
Indole-3-acetic acid,Ellagic acid,0.0703125445982589
Isoliquiritigenin,Ajmalicine,0.07030350601779173
Ellagic acid,Betulinic acid,0.07028547210365393
N6-(delta2-Isopentenyl)adenine,Sigmoidin B,0.07028157028157028
Isoschaftoside,N6-(delta2-Isopentenyl)adenine,0.07028157028157028
Gibberellin A3,Peucedanin,0.0702814426952358
3-O-Caffeoylquinic acid,Berberine,0.07026175405622045
Berberine,trans-Zeatin,0.070259706623343
Vanillin,"3,4-Dihydroxybenzoic acid",0.0702415606721827
L-Phenylalanine,Semilicoisoflavone B,0.07023077257190971
Cholesterol,"Methyl 3,4,5-trihydroxybenzoate",0.07021610867764715
Folic acid,Cryptotanshinone,0.07017670973714939
Guanosine,Pregnenolone,0.07017482517482518
Linoleic acid,3-O-Caffeoylquinic acid,0.07016624679668156
Quinic acid,Naringin,0.0701636598695422
"1,3,7-Trihydroxyxanthone",2'-Hydroxygenistein,0.07014462371605225
3' 5'-cyclic AMP,p-Coumaric acid,0.07013095600052123
Oestrone,(R)-linalool,0.07012820512820518
alpha-Pinene,Betulinic acid,0.07010472045437083
Tanshinone II,Naringenin,0.07010141021768934
Chrysoeriol,Vanillic acid,0.07008174012222598
Citric acid,Trigonelline,0.07006547432079346
alpha-Pinene,7-Hydroxycoumarin,0.07005448763690522
Folic acid,delta-Tocopherol,0.07000012974038948
Tryptamine,3-O-Caffeoylquinic acid,0.06998461599068267
Oestrone,Thiamine,0.06998346481105104
Chelerythrine,Succinic acid,0.06998075919851819
Liquiritin,Riboflavin,0.06996117435677876
Scopoletin,Salicylic acid,0.06995573348956809
Thiamine,Testosterone,0.06994901650074063
Quinic acid,2'-Hydroxygenistein,0.06992689345630522
Gancaonin U,Sanguinarine,0.06992610564039135
(-)-Jasmonic acid,Folic acid,0.06986981272695557
Folic acid,Protopine,0.06986981272695557
"3',4',7-Trihydroxyflavone",Tryptamine,0.06986811637974427
Acetovanillone,alpha-Pinene,0.06984973068889153
L-Phenylalanine,Succinic acid,0.0698462376784055
2'-Hydroxygenistein,delta-Tocopherol,0.06982206982206983
Vanillin,"1,3,7-Trihydroxyxanthone",0.0698035730503263
Cryptotanshinone,Glycyrrhetinic acid,0.06979494864110253
Thiamine,Adenosine,0.06979025031763374
Oleanolic acid,Isoprene,0.06976055618589558
Berberine,Liquiritin,0.06975774807942642
(-)-Jasmonic acid,Berberine,0.06974843338479703
Protopine,Berberine,0.06974843338479703
3-O-Caffeoylquinic acid,"1,3,7-Trihydroxyxanthone",0.06974624754127864
Lycopene,Sigmoidin B,0.06974275724275723
Isoschaftoside,Lycopene,0.06974275724275723
2'-Hydroxygenistein,Riboflavin,0.06973142687428402
Acetovanillone,Salicylic acid,0.06972453383936639
Palmitic acid,Oestrone,0.06972130433668898
Naringin,"Methyl 3,4,5-trihydroxybenzoate",0.06972002356617744
Malic acid,Kaempferol,0.06970731970731966
Ajmalicine,Cryptotanshinone,0.06969440815594663
"(6S,9R)-Roseoside",Guanosine,0.06968626611483755
Ajmalicine,Cholesterol,0.06967199467199467
Berberine,Cryptotanshinone,0.06966925848044729
Tanshinone II,Berberine,0.06965534465534468
Chelerythrine,7-Hydroxycoumarin,0.06958600646308287
Tanshinone I,Glycyrrhizic acid,0.06958498490756554
p-Coumaric acid,L-Phenylalanine,0.06956922675986221
Cholesterol,Loganic acid,0.06951381951381952
Methyl rosmarinate,Phaseollidin,0.0695138195138195
Isorhamnetin 3-O-beta-D-glucopyranoside,Methyl rosmarinate,0.0695138195138195
Naringin,Riboflavin,0.0695072784358499
3' 5'-cyclic AMP,Pregnenolone,0.06950549450549452
9-Ribosyl-trans-zeatin,Citric acid,0.0695019266447838
3-O-Caffeoylquinic acid,Coumestrol,0.06949673178186824
Peucedanin,Oleanolic acid,0.06949300699300702
Malic acid,Oleic acid,0.06946519389701206
Naringenin,Naringin,0.06944915549566716
Isorhamnetin 3-O-beta-D-glucopyranoside,Fisetin,0.06943056943056944
Phaseollidin,Fisetin,0.06943056943056944
"6,8-Diprenylgenistein",Methyl rosmarinate,0.06941946941946943
Isoliquiritigenin,Vanillic acid,0.06940983314609692
Vanillic acid,Oleic acid,0.0693972693972694
Tanshinone II,Linoleic acid,0.06939622877122878
Sucrose,Quinic acid,0.06939584479691432
Cholesterol,Peucedanin,0.06938061938061939
Punicalin,Succinic acid,0.06937948415221143
Indole-3-acetic acid,Benzoic acid,0.06936940610409996
Vitamin A,Acetylursolic acid,0.06933923219637504
alpha-Tocopherol,Quinic acid,0.06929942367532038
alpha-Tocopherol,Coumestrol,0.06929259056315211
Spermine,Isolicoflavonol,0.0692866031211896
Apigenin,Trigonelline,0.06927128878348386
Kaempferol,Trigonelline,0.06926906926906928
Loganin,Serotonin,0.0692444810091869
Licuroside,Isorhamnetin 3-O-beta-D-glucopyranoside,0.06923631923631925
Phaseollidin,Licuroside,0.06923631923631925
Rutin,trans-Zeatin,0.06922258437409953
Glycyrrhetinic acid,Acetylursolic acid,0.06922202797202798
Spermidine,Acetovanillone,0.06921563285199649
Isorhamnetin 3-O-beta-D-glucopyranoside,Salicylic acid,0.06921441131967447
Salicylic acid,Phaseollidin,0.06921441131967447
Palmitic acid,Glycyrrhizic acid,0.06919042495965572
Fumaric acid,Isoprene,0.06918722303337688
"1,3,7-Trihydroxyxanthone",Isoferulic acid,0.06917306296188284
9-Ribosyl-trans-zeatin,Isoliquiritigenin,0.06914174261113037
Apigenin,Berberine,0.06914150151400708
Vitamin A,Naringin,0.06913586413586417
Citric acid,Myricetin,0.06912945210817548
Caffeic acid,Indole-3-acetic acid,0.06912798739721819
Acetovanillone,Kaempferol 3-glucuronide,0.06910702933430207
Protopine,Malic acid,0.06910513728695547
(-)-Jasmonic acid,Malic acid,0.06910513728695547
Cholesterol,9-Ribosyl-trans-zeatin,0.0690975690975691
trans-Zeatin,Coumestrol,0.06909541793262729
Glycyrrhizic acid,Gibberellin A3,0.06905450870968115
Octadecanoic acid,p-Coumaric acid,0.06904689513385164
Testosterone,Gibberellin A3,0.0690378586930311
"3,4-Dihydroxybenzoic acid",Oleic acid,0.0690316262684684
Caffeic acid,7-Hydroxycoumarin,0.06902255253903607
Lycopene,Indole-3-acetic acid,0.0690068859711717
Spermine,Miltirone,0.06897488476435845
6-Hydroxymellein,p-Coumaric acid,0.06897450375711245
Oleanolic acid,Tryptamine,0.06897070098164493
Ajmalicine,3-O-Caffeoylquinic acid,0.06894409937888198
Oleanolic acid,"Methyl 3,4,5-trihydroxybenzoate",0.06894236984734725
Spermine,Isorhamnetin,0.06893106893106894
Linoleic acid,Acetylursolic acid,0.06891858141858141
Isoferulic acid,Rutin,0.06891659065572109
Glycyrrhetinic acid,beta-Monoolein,0.06891545954045955
beta-D-Glucosamine,Ellagic acid,0.06891108891108891
Cryptotanshinone,Vanillic acid,0.06891070796396244
Kaempferol 3-glucuronide,"(6S,9R)-Roseoside",0.06890728319299748
Salicylic acid,7-Hydroxycoumarin,0.06890185837554258
Cholesterol,"3,4-Dihydroxybenzoic acid",0.06890039784776625
Punicalin,"(6S,9R)-Roseoside",0.06889836354122068
Adenosine,Formononetin,0.06889650142245302
Methyl rosmarinate,Formononetin,0.06885761297526002
Succinic acid,Gallic acid,0.06885160294251204
2'-Hydroxygenistein,"3,4-Dihydroxybenzoic acid",0.06883727936359518
alpha-Terpinene,Indole-3-acetic acid,0.06883422699749231
Indole-3-acetic acid,(+)-S-Carvone,0.06883422699749231
Indole-3-acetic acid,4-Terpineol,0.06883422699749231
Malic acid,Isoliquiritigenin,0.06882024901505425
Lycopene,"6,8-Diprenylgenistein",0.06880619380619384
Naringenin,Liquiritin,0.0687779721768989
Benzoic acid,Myristicin,0.06877769193040129
Caffeic acid,Betulinic acid,0.06875292539628206
"(6S,9R)-Roseoside",Serotonin,0.06874637967074941
Scopoletin,Coumarin,0.068732645800315
Berberine,Acetylursolic acid,0.06872218690400508
Acetylursolic acid,Myricetin,0.06871461871461872
beta-Carotene,Spermidine,0.0687021312021312
Fisetin,"6,8-Diprenylgenistein",0.06869241869241871
Sucrose,Tryptamine,0.0686881828530877
Vitamin A,2'-Hydroxygenistein,0.06865489722632584
"1,3,7-Trihydroxyxanthone",Cholesterol,0.06864118024832308
Acetylursolic acid,Apigenin,0.0686228405740601
Naringenin,2'-Hydroxygenistein,0.0685857197485105
"3,4-Dihydroxybenzoic acid",Fumaric acid,0.06858492384808174
trans-Zeatin,Trigonelline,0.06858299450892043
Quinic acid,Vanillin,0.06857669959274237
Fumaric acid,"1,3,7-Trihydroxyxanthone",0.06857071499928644
alpha-Tocopherol,Naringenin,0.06857011394731194
Hirsutrin,Gancaonin U,0.06855810855810854
Riboflavin,trans-Zeatin,0.06855049712192568
L-Phenylalanine,Vincamine,0.06854069007915159
Peucedanin,Tanshinone I,0.0685016596306919
Myristicin,Adenosine,0.06847783724051475
Protopine,Isoprene,0.0684614530768377
(-)-Jasmonic acid,Isoprene,0.0684614530768377
3-O-Caffeoylquinic acid,Labiatenic acid,0.0684581119363728
Vanillic acid,Fumaric acid,0.06842986073755306
Myristicin,alpha-Pinene,0.06842759362653261
Vanillin,Vanillic acid,0.06842419429832021
Vanillin,Malic acid,0.06842400024218206
Scopoletin,Labiatenic acid,0.06842363985221127
alpha-Tocopherol,"3,4-Dihydroxybenzoic acid",0.0684142558340248
Vitamin A,Liquiritin,0.0684070508246333
"3',4',7-Trihydroxyflavone","1,3,7-Trihydroxyxanthone",0.06838697017268446
Tanshinone II,Folic acid,0.06837305551591272
Myoinositol,Kaempferol 3-glucuronide,0.06836681836681836
delta-Tocopherol,Cholesterol,0.06836345472709107
Glycyrrhetinic acid,Tanshinone II,0.06834790209790213
Liquiritin,Linoleic acid,0.06834031353262122
Vincristine,"6,8-Diprenylgenistein",0.06833566433566433
9-Ribosyl-trans-zeatin,Acetylursolic acid,0.06833166833166834
Ajmalicine,Apigenin,0.06832923174386589
alpha-Tocopherol,Berberine,0.06831084658135657
Betulinic acid,Isoliquiritin,0.06831047740138649
"6,8-Diprenylgenistein",Serotonin,0.06828465651995064
Myristicin,Salicylic acid,0.06828259459838408
Naringin,Ajmalicine,0.06827922077922079
Ajmalicine,9-Ribosyl-trans-zeatin,0.06827458256029684
Cryptotanshinone,Malic acid,0.06826390392823961
Berberine,Naringin,0.06825901371355919
Testosterone,Tanshinone I,0.0682446585672392
Tryptamine,Tanshinone I,0.06822509823260012
Serotonin,Formononetin,0.06822243500444194
Tryptamine,(R)-linalool,0.06821627984418684
Vanillic acid,Tanshinone II,0.06820102973949133
Sanguinarine,Myoinositol,0.06819106819106821
Malic acid,beta-Monoolein,0.06819033239487786
Isoliquiritin,Succinic acid,0.06818938637120456
alpha-Tocopherol,"Methyl 3,4,5-trihydroxybenzoate",0.06817697624451849
Linoleic acid,Naringin,0.0681662087912088
Coumarin,Formononetin,0.06815063161812389
Labiatenic acid,Indole-3-acetic acid,0.06814613957471098
"3,4-Dihydroxybenzoic acid",Liquiritin,0.06813766530365727
"3',4',7-Trihydroxyflavone",Glycyrrhetinic acid,0.06813186813186813
9-Ribosyl-trans-zeatin,Fumaric acid,0.06813186813186813
Benzoic acid,Acetovanillone,0.06812884085611358
Succinic acid,Serotonin,0.06812438898000393
Isoferulic acid,"3,4-Dihydroxybenzoic acid",0.06811952349709785
alpha-Tocopherol,delta-Tocopherol,0.06810484415805926
Licuroside,Echinatin,0.0680985680985681
Gallic acid,Phaseollidin,0.0680985680985681
Isorhamnetin 3-O-beta-D-glucopyranoside,Gallic acid,0.0680985680985681
Myricetin,Kaempferol,0.06807381807381807
Labiatenic acid,Formononetin,0.06806918571624453
Ajmalicine,Kaempferol,0.06806436806436804
Loganic acid,Formononetin,0.06805939158880335
Linoleic acid,2'-Hydroxygenistein,0.06805525555525556
Scopoletin,Spermidine,0.06803672517958233
2'-Hydroxygenistein,"Methyl 3,4,5-trihydroxybenzoate",0.06800406800406804
beta-Carotene,9-Ribosyl-trans-zeatin,0.06799450549450549
Testosterone,beta-D-Glucosamine,0.06798513986013985
Linoleic acid,Isoferulic acid,0.06798093211136691
Betulinic acid,Salicylic acid,0.06797030720475698
Trigonelline,Chrysoeriol,0.06796322585796266
Myricetin,Oleic acid,0.06795496170496171
Naringenin,trans-Zeatin,0.06795271911550979
Coumarin,Acetovanillone,0.06794322105326886
2'-Hydroxygenistein,Ajmalicine,0.06794016794016793
(R)-linalool,Peucedanin,0.06793872793872793
Malic acid,Isoferulic acid,0.06790442758822206
Oleanolic acid,Rutin,0.06787597429308662
Gibberellin A3,Rutin,0.06787465408155062
