Senyawa1,Senyawa2,Topology Score
alpha-Pinene,Glycyrrhizic acid,0.429049272238
L-Phenylalanine,Liquiritin,0.428511230925
6-Hydroxymellein,Cholesterol,0.428487451956
Sweroside,Sucrose,0.428434655687
L-Phenylalanine,Isoliquiritigenin,0.428315861128
Oleanolic acid,delta-Tocopherol,0.428083107113
Vincristine,Serotonin,0.428017872334
Isoliquiritin,Chelerythrine,0.427800033347
Lycopene,Chelerythrine,0.427771826283
"6,8-Diprenylgenistein",Riboflavin,0.427731617424
Vanillin,Berberine,0.427731499435
Tanshinone II,Succinic acid,0.427682209572
Lycopene,Glycyrrhizic acid,0.427266179569
Cryptotanshinone,Ajmalicine,0.427177435244
Tanshinone II,Ajmalicine,0.427105258972
Sigmoidin B,Cryptotanshinone,0.427011244473
Oleic acid,Ajmalicine,0.426992485461
Ajmalicine,Chrysoeriol,0.426991634369
Fisetin,Isoliquiritigenin,0.426979239645
Scopoletin,Spermine,0.426880468474
beta-D-Glucosamine,Vitamin A,0.426822401476
Oleanolic acid,Chelerythrine,0.426690907773
Vanillic acid,Ajmalicine,0.426547268886
2'-Hydroxygenistein,Succinic acid,0.426467857025
Glycyrrhizic acid,Scopoletin,0.426438048565
Malic acid,Ajmalicine,0.426406145787
Linoleic acid,Dihydrotanshinone I,0.426344014929
Apigenin,Hirsutrin,0.42609909872
Vanillic acid,Succinic acid,0.42608709703
Vincristine,Indole-3-acetic acid,0.426011451141
Punicalin,Myricetin,0.425543590388
Naringenin,Glycyrrhizic acid,0.425540432404
Naringenin,Sigmoidin B,0.425501705531
L-Phenylalanine,(-)-Jasmonic acid,0.425401586902
Sigmoidin B,Naringin,0.425399716835
Betulinic acid,Oxalic acid,0.425281345236
Succinic acid,Vitamin A,0.425139697537
(R)-linalool,Labiatenic acid,0.425130057688
Gallic acid,Tanshinone II,0.425098023001
L-Phenylalanine,Isoferulic acid,0.425066401775
Spermine,Citric acid,0.425000466961
Hirsutrin,Sanguinarine,0.424842178175
Ajmalicine,Liquiritin,0.424830519847
Linoleic acid,Berberine,0.424797888473
Liquiritin,Vincristine,0.424795347143
Tanshinone I,Vincristine,0.424672961353
L-Phenylalanine,Glycyrrhetinic acid,0.424650462433
Pregnenolone,Sucrose,0.424499378894
Sucrose,Vincamine,0.424499378894
Uracil,Sucrose,0.424499378894
Adenosine,Isoprene,0.424484100019
Acetylursolic acid,Succinic acid,0.424429741728
Gallic acid,Naringin,0.424351354488
"Methyl 3,4,5-trihydroxybenzoate",Ajmalicine,0.424304144149
6-Hydroxymellein,Coumestrol,0.424300206082
Succinic acid,Cryptotanshinone,0.424250482508
Myricetin,delta-Tocopherol,0.424063196815
Labiatenic acid,Linoleic acid,0.424032286147
Chelerythrine,"6,8-Diprenylgenistein",0.42384375137
p-Coumaric acid,Chelerythrine,0.423811330184
"3',4',7-Trihydroxyflavone",Kaempferol,0.42370039051
Palmitic acid,3' 5'-cyclic AMP,0.423657156548
Isoprene,Naringenin,0.423637467762
Ajmalicine,2'-Hydroxygenistein,0.42362370612
Sigmoidin B,Isoliquiritigenin,0.423573127776
Ajmalicine,"3,4-Dihydroxybenzoic acid",0.423430450891
Ajmalicine,beta-Carotene,0.423349169156
L-Phenylalanine,Myoinositol,0.423230271743
Dihydrotanshinone I,Gallic acid,0.423215165928
Caffeic acid,Isoliquiritin,0.422998588086
Isoliquiritigenin,(+)-S-Carvone,0.42298526051
Isoliquiritigenin,4-Terpineol,0.42298526051
Isoliquiritigenin,alpha-Terpinene,0.42298526051
Vincamine,Linoleic acid,0.422953319102
Uracil,Linoleic acid,0.422953319102
Pregnenolone,Linoleic acid,0.422953319102
Spermine,Testosterone,0.42278341368
Malic acid,Succinic acid,0.422760153596
2'-Hydroxygenistein,Sucrose,0.422699771094
Peucedanin,Sucrose,0.422585988171
Sanguinarine,Sucrose,0.422295160948
Hirsutrin,Quercetin,0.422160397977
L-Phenylalanine,Serotonin,0.422129734611
Hirsutrin,Liquiritigenin,0.422086022803
Linoleic acid,Oleanolic acid,0.422033189887
Labiatenic acid,Kaempferol,0.421888194523
Punicalin,(R)-linalool,0.421852950727
Chelerythrine,"(6S,9R)-Roseoside",0.421794903312
Kaempferol,beta-D-Glucosamine,0.421769244477
Fisetin,Coumestrol,0.421336517052
Glycyrrhizic acid,Folic acid,0.421243302898
Succinic acid,Peucedanin,0.421162229462
Vitamin A,Labiatenic acid,0.421158504165
Vincristine,Chrysoeriol,0.421107899069
Naringenin,Ferruginol,0.421092061557
Punicalin,Myristicin,0.42104194364
Guanosine,Cholesterol,0.421016965213
Naringin,Ajmalicine,0.420996080021
Echinatin,Salicylic acid,0.420901833124
Sanguinarine,Palmitic acid,0.420779425239
Chelerythrine,Isoferulic acid,0.420699685307
Tryptamine,(-)-Jasmonic acid,0.420695783845
Oleanolic acid,L-Phenylalanine,0.420637930279
Naringin,Berberine,0.420401299879
Oestrone,6-Hydroxymellein,0.420395415275
Ellagic acid,Glycyrrhizic acid,0.420387910862
Glycyrrhizic acid,Octadecanoic acid,0.420361528282
"3,4-Dihydroxybenzoic acid",Glycyrrhizic acid,0.420291490515
Isoprene,Punicalin,0.420220896824
Chelerythrine,Vincamine,0.420216568288
Pregnenolone,Chelerythrine,0.420216568288
Uracil,Chelerythrine,0.420216568288
Trigonelline,Labiatenic acid,0.419898229824
Semilicoisoflavone B,Chelerythrine,0.419890421966
Scopoletin,alpha-Pinene,0.419759804959
Vanillin,delta-Tocopherol,0.419654469242
Chelerythrine,Mitraphylline,0.419622259919
Sucrose,Myoinositol,0.41944992993
Miltirone,Glycyrrhizic acid,0.419330591613
Riboflavin,Glycyrrhizic acid,0.419327495539
Salicylic acid,Fisetin,0.419268998855
Isoliquiritigenin,Ajmalicine,0.419267394544
Kaempferol,Punicalin,0.419248209504
Fisetin,trans-Zeatin,0.419210840783
Scopoletin,Punicalin,0.419110420747
Spermine,Benzoic acid,0.419034877914
L-Phenylalanine,Dihydrotanshinone I,0.419018854964
Indole-3-acetic acid,Chelerythrine,0.418913282451
Cryptotanshinone,Riboflavin,0.418888842133
Hirsutrin,7-Hydroxycoumarin,0.41881894289
Sucrose,Cryptotanshinone,0.41871258126
Thiamine,L-Phenylalanine,0.418635552098
L-Phenylalanine,Tanshinone I,0.418543497258
Vitamin A,Punicalin,0.418537143458
Guanosine,Riboflavin,0.418484345874
(R)-linalool,Berberine,0.418434424726
Serotonin,Citric acid,0.418430308764
alpha-Pinene,Trigonelline,0.418202254677
3' 5'-cyclic AMP,trans-Zeatin,0.418112549028
Fumaric acid,Acetylursolic acid,0.418092569217
Chelerythrine,Betulinic acid,0.418027776132
Succinic acid,Kaempferol,0.417978753069
Tanshinone I,Linoleic acid,0.417767899513
Cholesterol,Vincamine,0.417667121966
Cholesterol,Uracil,0.417667121966
Cholesterol,Pregnenolone,0.417667121966
Formononetin,Succinic acid,0.417610892913
alpha-Tocopherol,Hirsutrin,0.417610570423
Scopoletin,Labiatenic acid,0.417540897256
Naringin,Glycyrrhizic acid,0.417483180464
Rutin,Isoglycyrol,0.417303520824
Succinic acid,Tryptamine,0.417229257138
Labiatenic acid,Myristicin,0.417099329076
Cryptotanshinone,Isoliquiritin,0.417026983009
Hirsutrin,Ferruginol,0.417011895171
Sucrose,Naringin,0.417004854765
Coumarin,Kaempferol 3-glucuronide,0.416916296363
3-O-Caffeoylquinic acid,Labiatenic acid,0.416677123913
Isorhamnetin,Isoschaftoside,0.416663750704
Liquiritin,Gallic acid,0.416596174838
Kaempferol,Glycyrrhizic acid,0.416579602455
Sigmoidin B,Fisetin,0.416579065748
Sanguinarine,Thiamine,0.41657248855
Caffeic acid,Sigmoidin B,0.416545700319
"3,4-Dihydroxybenzoic acid",Isoprene,0.416241224728
Apigenin,beta-D-Glucosamine,0.416211703104
Berberine,alpha-Pinene,0.416165114786
Vincristine,Vanillin,0.416082255772
Tryptamine,Protopine,0.416065646932
(-)-Jasmonic acid,Coumarin,0.415959590065
Trigonelline,Vincristine,0.415859055664
Rutin,Glycyrrhizic acid,0.415855302966
(-)-Jasmonic acid,Salicylic acid,0.415750347318
Sucrose,Tanshinone II,0.415727857892
Spermine,Tanshinone II,0.415689018742
Quercetin,Semilicoisoflavone B,0.415553110723
Isoprene,Guanosine,0.415416962814
Tanshinone II,Berberine,0.415415506425
Echinatin,Oestrone,0.415346389715
Quercetin,Mitraphylline,0.41523759656
"3,4-Dihydroxybenzoic acid",Berberine,0.415034694244
Betulinic acid,Gallic acid,0.415025088247
Sanguinarine,Chrysoeriol,0.414910279683
Liquiritigenin,Cryptotanshinone,0.414649390637
Labiatenic acid,Myoinositol,0.414578997843
Hirsutrin,Myristicin,0.414558841946
Succinic acid,Chrysoeriol,0.414546625217
"Methyl 3,4,5-trihydroxybenzoate",Berberine,0.414538919584
Glycyrrhizic acid,Cryptotanshinone,0.414495723045
"6,8-Diprenylgenistein",Sanguinarine,0.414369963686
"Methyl 3,4,5-trihydroxybenzoate",Spermine,0.414345068964
Vanillic acid,Berberine,0.414261956993
Caffeic acid,Ferruginol,0.413982980562
Vanillic acid,Sucrose,0.413971359828
Spermine,Vanillic acid,0.413920440398
Gallic acid,Labiatenic acid,0.413905936448
L-Phenylalanine,Punicalin,0.413747559845
alpha-Tocopherol,Spermine,0.413697263333
Gallic acid,Uracil,0.413607269126
Vincamine,Gallic acid,0.413607269126
Pregnenolone,Gallic acid,0.413607269126
Quercetin,Isoglycyrol,0.413603002914
Glycyrrhetinic acid,Isoprene,0.413402755834
alpha-Pinene,"6,8-Diprenylgenistein",0.413339741782
Caffeic acid,(-)-Jasmonic acid,0.41329092785
Linoleic acid,Myricetin,0.413272240474
beta-D-Glucosamine,Gancaonin U,0.41324534274
6-Hydroxymellein,beta-D-Glucosamine,0.413119859171
3' 5'-cyclic AMP,Glycyrol,0.413081324603
Liquiritigenin,Glycyrrhizic acid,0.413053524039
Adenosine,(-)-Jasmonic acid,0.412908954382
Citric acid,Punicalin,0.412900306793
Vincristine,Isoprene,0.412818330801
Hirsutrin,Palmitic acid,0.412746427976
Guanosine,delta-Tocopherol,0.41273145704
"6,8-Diprenylgenistein",Succinic acid,0.412697825717
Coumestrol,(-)-Jasmonic acid,0.41267170259
Protopine,Coumarin,0.412641738964
Isorhamnetin,Guanosine,0.412578802417
Spermine,(-)-Jasmonic acid,0.41254445184
Berberine,Glycyrrhizic acid,0.412220758594
Punicalin,(-)-Jasmonic acid,0.412129309568
beta-D-Glucosamine,Naringenin,0.41202510631
Protopine,Spermine,0.411955652112
Cryptotanshinone,Berberine,0.411915623235
Echinatin,Linoleic acid,0.411883009157
Ferruginol,Rutin,0.411773893748
3' 5'-cyclic AMP,Riboflavin,0.411656668833
Spermidine,Naringin,0.411593481616
2'-Hydroxygenistein,Berberine,0.411480556719
alpha-Tocopherol,Fisetin,0.411287162039
Spermine,2'-Hydroxygenistein,0.411285850082
Gallic acid,3-O-Caffeoylquinic acid,0.41123196035
Octadecanoic acid,Oleanolic acid,0.411137098992
Quercetin,Succinic acid,0.411062494539
Berberine,Malic acid,0.410844124538
beta-Carotene,Testosterone,0.410828477307
Berberine,Liquiritin,0.410712870856
Glycyrrhizic acid,Punicalin,0.410663372503
Berberine,Quinic acid,0.410500291891
Coumestrol,Ferruginol,0.410425209244
Riboflavin,Oleanolic acid,0.410423247755
Trigonelline,Linoleic acid,0.410322297108
alpha-Pinene,Guanosine,0.410252566287
Guanosine,Octadecanoic acid,0.410085575335
Indole-3-acetic acid,Glycyrrhisoflavone,0.410079263006
Glisoflavone,Indole-3-acetic acid,0.410079263006
Isobavachalcone,Indole-3-acetic acid,0.410079263006
Spermine,Lycopene,0.410024428224
Acetylursolic acid,alpha-Pinene,0.409990509971
Naringenin,"3',4',7-Trihydroxyflavone",0.409983573121
Chrysoeriol,Berberine,0.409969528459
Succinic acid,Caffeic acid,0.409911045722
Succinic acid,Oleanolic acid,0.409851077202
Testosterone,beta-D-Glucosamine,0.409753188811
Caffeic acid,Protopine,0.409736190319
Betulinic acid,Vincristine,0.409649430988
Sanguinarine,Vanillin,0.409505440687
Spermidine,Formononetin,0.409342072386
Vincristine,"6,8-Diprenylgenistein",0.409310831816
Spermidine,Vitamin A,0.409227675332
Palmitic acid,beta-Carotene,0.409184556472
Vincristine,Cholesterol,0.409166186202
Scopoletin,Linoleic acid,0.409096492047
Protopine,Adenosine,0.409039132709
Thiamine,Octadecanoic acid,0.408926997068
(-)-Jasmonic acid,"1,3,7-Trihydroxyxanthone",0.408673500937
Liquiritin,Liquiritigenin,0.408528846959
Cryptotanshinone,Spermine,0.408500301091
Liquiritin,Spermine,0.40847911582
alpha-Tocopherol,Succinic acid,0.408430284764
Protopine,Coumestrol,0.408309390336
Palmitic acid,Gancaonin U,0.40830413862
Cholesterol,Punicalin,0.408278607257
6-Hydroxymellein,Palmitic acid,0.408252575215
delta-Tocopherol,"(6S,9R)-Roseoside",0.40800430092
Serotonin,Vitamin A,0.40795677189
Echinatin,Oleanolic acid,0.40793003076
beta-D-Glucosamine,Ellagic acid,0.407917241311
Tanshinone I,Octadecanoic acid,0.407902936403
Oestrone,Ferruginol,0.407839232907
Ferruginol,Chelerythrine,0.407811504453
Octadecanoic acid,Isoferulic acid,0.40760213474
Hirsutrin,(R)-linalool,0.407539026943
Protopine,Salicylic acid,0.407428887465
alpha-Pinene,Spermine,0.407098520426
Sucrose,Quercetin,0.406998516145
Labiatenic acid,beta-Monoolein,0.40694618049
beta-Monoolein,Glycyrrhetinic acid,0.406853353358
Oleanolic acid,Isobavachalcone,0.406454726166
Oleanolic acid,Glycyrrhisoflavone,0.406454726166
Glisoflavone,Oleanolic acid,0.406454726166
beta-D-Glucosamine,Indole-3-acetic acid,0.406383386446
Cholesterol,Isoferulic acid,0.406320969237
Tanshinone I,Succinic acid,0.406261215923
Glycyrrhizic acid,Isoliquiritigenin,0.40618969118
Benzoic acid,beta-D-Glucosamine,0.406139981515
Sucrose,Malic acid,0.406124432258
Vincamine,Succinic acid,0.40607226443
Uracil,Succinic acid,0.40607226443
Succinic acid,Pregnenolone,0.40607226443
Palmitic acid,Folic acid,0.405880734729
Guanosine,Glycyrrhizic acid,0.405826097941
7-Hydroxycoumarin,Punicalin,0.405523257152
Hirsutrin,Vitamin A,0.405408966152
Tanshinone I,Berberine,0.405404177809
Punicalin,Apigenin,0.405364752361
Vindoline,3-O-Caffeoylquinic acid,0.405280965899
Berberine,Rutin,0.405205896683
Isoprene,Sanguinarine,0.405078774405
Ferruginol,Formononetin,0.40507184203
beta-Carotene,Benzoic acid,0.404984920036
Oleic acid,Chelerythrine,0.40498385656
beta-D-Glucosamine,Acetovanillone,0.404585067877
Sweroside,Oleic acid,0.404549290279
Licuroside,Isorhamnetin,0.404529650701
Berberine,Oleanolic acid,0.404303294821
Sucrose,Tryptamine,0.404217327924
Labiatenic acid,beta-Carotene,0.40406738455
Isoferulic acid,Gallic acid,0.404038669117
Sanguinarine,Oleanolic acid,0.403949292076
Sigmoidin B,Isorhamnetin,0.403753676493
Spermine,Chrysoeriol,0.4035900763
Labiatenic acid,Isoprene,0.403403504812
Octadecanoic acid,Berberine,0.403277350867
Vincristine,Oleanolic acid,0.403248897539
Serotonin,Peucedanin,0.403045692887
Berberine,"6,8-Diprenylgenistein",0.403017553943
Betulinic acid,Sweroside,0.402749791827
L-Phenylalanine,Protopine,0.402671774439
Vincristine,Guanosine,0.402616447842
Punicalin,Fisetin,0.402597711549
Myricetin,Kaempferol 3-glucuronide,0.402556822535
Glycyrrhizic acid,Tryptamine,0.402356435207
Naringin,Liquiritigenin,0.402274690511
Protopine,"1,3,7-Trihydroxyxanthone",0.40218809726
3' 5'-cyclic AMP,Cholesterol,0.402134173405
Acetylursolic acid,L-Phenylalanine,0.40203306004
Quercetin,Echinatin,0.40198927604
Glycyrrhisoflavone,Apigenin,0.401661023565
Glisoflavone,Apigenin,0.401661023565
Isobavachalcone,Apigenin,0.401661023565
Lycopene,Mitraphylline,0.401499742362
Semilicoisoflavone B,Lycopene,0.401499742362
Serotonin,Formononetin,0.401424269419
Isolicoflavonol,Lycopene,0.401366893229
Isoliquiritigenin,Oxalic acid,0.401324714756
6-Hydroxymellein,Chrysoeriol,0.401171946174
Oleanolic acid,Liquiritigenin,0.401029795954
Glycyrrhizic acid,Fisetin,0.401009621888
Apigenin,Succinic acid,0.400677274746
Acetylursolic acid,Ajmalicine,0.400446981884
Punicalin,Lycopene,0.400391970453
Dihydrotanshinone I,Cholesterol,0.400216306977
Dihydrotanshinone I,Betulinic acid,0.400192007242
Quercetin,Labiatenic acid,0.400115441713
Succinic acid,Vanillin,0.39990996807
Lycopene,Serotonin,0.39989968676
Oleanolic acid,Glycyrrhizic acid,0.399747747265
Oleanolic acid,Dihydrotanshinone I,0.399730803531
Folic acid,Dihydrotanshinone I,0.399603070624
beta-D-Glucosamine,Lycopene,0.399384084453
"(6S,9R)-Roseoside",Octadecanoic acid,0.399277432338
Gallic acid,"6,8-Diprenylgenistein",0.399147132502
3' 5'-cyclic AMP,Guanosine,0.398613955576
Liquiritin,Isorhamnetin,0.398508212421
Spermidine,Tanshinone II,0.398359828778
4-Terpineol,beta-D-Glucosamine,0.398272945928
beta-D-Glucosamine,(+)-S-Carvone,0.398272945928
beta-D-Glucosamine,alpha-Terpinene,0.398272945928
Berberine,Indole-3-acetic acid,0.398257555178
Myoinositol,Guanosine,0.398243635982
Riboflavin,Thiamine,0.39808181691
Indole-3-acetic acid,Echinatin,0.397974465449
delta-Tocopherol,beta-Monoolein,0.397928015937
Gibberellin A3,Succinic acid,0.397904691102
"1,3,7-Trihydroxyxanthone","3',4',7-Trihydroxyflavone",0.397865700312
beta-Monoolein,Sweroside,0.397816186316
alpha-Pinene,Tanshinone I,0.397755990804
Vincristine,Fisetin,0.397717326027
Punicalin,Ajmalicine,0.397537605914
Kaempferol 3-glucuronide,Cryptotanshinone,0.397487653153
Ellagic acid,Succinic acid,0.397399147573
Tanshinone I,Dihydrotanshinone I,0.397398100869
Indole-3-acetic acid,Dihydrotanshinone I,0.397343829325
Gallic acid,Punicalin,0.397266257615
Hirsutrin,Myricetin,0.397162048419
Formononetin,Glycyrrhizic acid,0.396980905557
Ferruginol,Kaempferol 3-glucuronide,0.396968838137
Succinic acid,Fumaric acid,0.396947019633
Spermidine,2'-Hydroxygenistein,0.39690354775
beta-Monoolein,Punicalin,0.396703584285
Betulinic acid,Berberine,0.3965953784
Vanillic acid,Spermidine,0.396446931129
Quercetin,Punicalin,0.396396198959
Isoliquiritin,Glisoflavone,0.396320855711
Isoliquiritin,Isobavachalcone,0.396320855711
Isoliquiritin,Glycyrrhisoflavone,0.396320855711
Dihydrotanshinone I,Fisetin,0.396209635594
trans-Zeatin,Acetylursolic acid,0.396020380581
Isoferulic acid,delta-Tocopherol,0.395882510659
Folic acid,Sucrose,0.395808027754
Glycyrrhetinic acid,Guanosine,0.395711326648
Myristicin,Dihydrotanshinone I,0.395710279511
beta-Monoolein,Riboflavin,0.395369242816
Thiamine,Guanosine,0.395244123927
Kaempferol,Dihydrotanshinone I,0.395073306489
Glycyrrhetinic acid,Dihydrotanshinone I,0.395049985641
Riboflavin,Isoferulic acid,0.395020544496
p-Coumaric acid,Quercetin,0.395006319322
delta-Tocopherol,Riboflavin,0.394944234098
trans-Zeatin,Lycopene,0.394880066153
delta-Tocopherol,Labiatenic acid,0.394841432514
Punicalin,Oxalic acid,0.394710318183
Chelerythrine,Isolicoflavonol,0.394665250203
Acetovanillone,"3',4',7-Trihydroxyflavone",0.394590289451
p-Coumaric acid,Rutin,0.394542555442
beta-Monoolein,"3,4-Dihydroxybenzoic acid",0.394539752929
Oestrone,Succinic acid,0.394519061571
trans-Zeatin,Serotonin,0.394499515621
Isoprene,Peucedanin,0.394308191766
"6,8-Diprenylgenistein",Palmitic acid,0.393878988096
Chelerythrine,3-O-Caffeoylquinic acid,0.393668400625
Acetylursolic acid,(-)-Jasmonic acid,0.393570781589
Serotonin,Fumaric acid,0.393570272923
Sanguinarine,Isoferulic acid,0.393536448211
Rutin,"(6S,9R)-Roseoside",0.393487224422
Isoprene,Vanillic acid,0.393300583007
Isoprene,2'-Hydroxygenistein,0.393137103687
Coumestrol,Serotonin,0.393052068951
Cryptotanshinone,Spermidine,0.393022082932
Thiamine,Vincristine,0.392943905161
Guanosine,Myristicin,0.39292499333
Oleic acid,Berberine,0.392860948098
Gibberellin A3,Labiatenic acid,0.392656128654
Succinic acid,Riboflavin,0.392630638345
Isoglycyrol,3' 5'-cyclic AMP,0.392539055789
Quercetin,Isolicoflavonol,0.392054742801
L-Phenylalanine,delta-Tocopherol,0.391886403395
(-)-Jasmonic acid,Sanguinarine,0.391859828842
Guanosine,Fumaric acid,0.391779023287
Myricetin,Labiatenic acid,0.391697168915
Labiatenic acid,Fumaric acid,0.391673923947
Protopine,Punicalin,0.39157021606
Guanosine,Gibberellin A3,0.391569861017
Hirsutrin,Trigonelline,0.391279402532
Hirsutrin,Citric acid,0.391157878822
Thiamine,Linoleic acid,0.391140057871
Acetylursolic acid,"(6S,9R)-Roseoside",0.391099858397
Ferruginol,Cryptotanshinone,0.391056130144
Caffeic acid,Sucrose,0.391027073346
Labiatenic acid,Apigenin,0.390924624205
Dihydrotanshinone I,beta-Carotene,0.390906983874
p-Coumaric acid,Lycopene,0.390900079005
p-Coumaric acid,Gallic acid,0.390831041414
Spermine,Cholesterol,0.390810577829
Guanosine,Citric acid,0.390153355465
Octadecanoic acid,beta-Monoolein,0.389994207268
Spermine,Octadecanoic acid,0.389968237721
Cryptotanshinone,Isoprene,0.389919056269
Acetylursolic acid,Isoprene,0.389873935745
alpha-Pinene,Spermidine,0.389864898897
Isoliquiritin,Sanguinarine,0.389833156736
Spermidine,trans-Zeatin,0.389677215693
Spermine,(R)-linalool,0.389382756
3' 5'-cyclic AMP,Mitraphylline,0.389350154493
Semilicoisoflavone B,3' 5'-cyclic AMP,0.389350154493
Gancaonin U,Sucrose,0.389061346021
6-Hydroxymellein,Sucrose,0.388935862453
Vincristine,"(6S,9R)-Roseoside",0.388840654652
Glycyrol,beta-Carotene,0.388837426281
Spermidine,Chrysoeriol,0.388639570775
Punicalin,Sanguinarine,0.388559350353
beta-Monoolein,alpha-Pinene,0.388512907894
Citric acid,Fisetin,0.388506621903
Salicylic acid,Serotonin,0.388270402448
Isoprene,Quercetin,0.388270194493
Chelerythrine,Cholesterol,0.388261485628
beta-Carotene,Sucrose,0.388258741577
"3',4',7-Trihydroxyflavone",Indole-3-acetic acid,0.388052129267
(R)-linalool,Dihydrotanshinone I,0.388001430978
7-Hydroxycoumarin,Palmitic acid,0.387876853286
Hirsutrin,trans-Zeatin,0.387802101187
Spermidine,Trigonelline,0.387676597689
beta-D-Glucosamine,Formononetin,0.38755462115
Spermine,Linoleic acid,0.387469174296
Myoinositol,Punicalin,0.387344300242
Acetovanillone,3' 5'-cyclic AMP,0.38733593104
Ajmalicine,Labiatenic acid,0.387134574298
Mitraphylline,Rutin,0.387005836423
Rutin,Semilicoisoflavone B,0.387005836423
Acetylursolic acid,Indole-3-acetic acid,0.386749695387
Hirsutrin,Gibberellin A3,0.386414783787
Acetylursolic acid,Lycopene,0.38635275105
Glycyrrhizic acid,Glycyrrhetinic acid,0.386341091741
Benzoic acid,Guanosine,0.386218840149
L-Phenylalanine,Succinic acid,0.386120411501
Isoprene,Tanshinone II,0.386053371158
Coumestrol,beta-Monoolein,0.385940542666
Liquiritigenin,"3,4-Dihydroxybenzoic acid",0.385783551644
Succinic acid,Isoliquiritigenin,0.385776093498
Isorhamnetin,Kaempferol,0.385735300206
Cholesterol,Spermidine,0.385718126271
Lycopene,beta-Monoolein,0.385507895216
Fisetin,3' 5'-cyclic AMP,0.385255650384
Benzoic acid,Hirsutrin,0.385233932521
Isoliquiritigenin,Sucrose,0.385090765672
Myristicin,Succinic acid,0.384991548679
Dihydrotanshinone I,Vitamin A,0.38497935168
alpha-Pinene,Thiamine,0.384745553866
Glycyrrhetinic acid,Spermine,0.384555776809
Glycyrrhizic acid,L-Phenylalanine,0.384439858979
Hirsutrin,Myoinositol,0.384419578353
trans-Zeatin,Octadecanoic acid,0.384370317294
Sweroside,Succinic acid,0.384335524902
Acetylursolic acid,Glycyrrhizic acid,0.384306948444
Rutin,Spermidine,0.384018754317
Malic acid,Isoprene,0.383982564192
Gallic acid,Glycyrrhizic acid,0.383931016071
Punicalin,alpha-Terpinene,0.383924767891
Punicalin,(+)-S-Carvone,0.383924767891
Punicalin,4-Terpineol,0.383924767891
beta-Monoolein,Salicylic acid,0.383921195096
Spermine,Rutin,0.383868065279
Quinic acid,Sanguinarine,0.383791342303
Oestrone,beta-D-Glucosamine,0.383749089514
Scopoletin,Licuroside,0.383561729707
Tanshinone I,Gallic acid,0.383255087414
Testosterone,Guanosine,0.383219910726
Berberine,Cholesterol,0.383197537991
Apigenin,Glycyrrhizic acid,0.383095154269
"(6S,9R)-Roseoside",Riboflavin,0.383091899001
beta-D-Glucosamine,Peucedanin,0.383039967815
Vincamine,Acetylursolic acid,0.382969859269
Acetylursolic acid,Uracil,0.382969859269
Acetylursolic acid,Pregnenolone,0.382969859269
Ajmalicine,Riboflavin,0.382850414552
(-)-Jasmonic acid,Scopoletin,0.382522559639
Isoferulic acid,alpha-Pinene,0.382443246497
Chelerythrine,Octadecanoic acid,0.382439645942
Dihydrotanshinone I,Octadecanoic acid,0.382350981582
Spermidine,Kaempferol,0.382211365735
Glycyrrhizic acid,3' 5'-cyclic AMP,0.382096742711
"3',4',7-Trihydroxyflavone",Isoferulic acid,0.381924007564
(-)-Jasmonic acid,trans-Zeatin,0.381857792408
7-Hydroxycoumarin,"3',4',7-Trihydroxyflavone",0.381849233025
Serotonin,Kaempferol,0.381768592468
Myristicin,"3',4',7-Trihydroxyflavone",0.381568067081
Tryptamine,Isoprene,0.381453244181
Gallic acid,Oleanolic acid,0.381431889277
Sucrose,"6,8-Diprenylgenistein",0.381402153799
Riboflavin,Lycopene,0.381327478318
trans-Zeatin,Protopine,0.381268992679
Acetylursolic acid,beta-Monoolein,0.381224955222
Citric acid,Sweroside,0.381132502678
Adenosine,beta-Monoolein,0.381011053347
Isolicoflavonol,Rutin,0.380701809449
alpha-Tocopherol,beta-D-Glucosamine,0.38005889762
Acetylursolic acid,Isoferulic acid,0.38005876583
Acetylursolic acid,7-Hydroxycoumarin,0.379987707968
Scopoletin,Miltirone,0.379987371124
Testosterone,Fisetin,0.379835400099
Riboflavin,Dihydrotanshinone I,0.379682425815
Fumaric acid,Hirsutrin,0.37962641614
Semilicoisoflavone B,"3',4',7-Trihydroxyflavone",0.379599424057
"3',4',7-Trihydroxyflavone",Mitraphylline,0.379599424057
Rutin,beta-D-Glucosamine,0.379557621434
Chelerythrine,alpha-Pinene,0.3794229875
Vincristine,Isoferulic acid,0.379298777555
Oxalic acid,Acetylursolic acid,0.37919500888
Liquiritigenin,Salicylic acid,0.379061571675
Isoliquiritin,Liquiritigenin,0.378957461077
2'-Hydroxygenistein,beta-D-Glucosamine,0.378882834774
Isoprene,Caffeic acid,0.378818826538
Naringin,Serotonin,0.378767431948
Oleanolic acid,Palmitic acid,0.378562639467
Testosterone,Hirsutrin,0.378415920605
Thiamine,Gallic acid,0.378271127114
Coumarin,beta-Monoolein,0.378153023744
Spermidine,Sweroside,0.378092904101
Tetrahydroalstonine,Vanillic acid,0.377967860063
Labiatenic acid,Riboflavin,0.377955800888
Cryptotanshinone,beta-D-Glucosamine,0.377452277175
beta-D-Glucosamine,Glycyrrhetinic acid,0.377402700729
Acetylursolic acid,Acetovanillone,0.377298745451
7-Hydroxycoumarin,Sucrose,0.377292378502
Isoschaftoside,Fisetin,0.377244504794
